THE_DELTA_T_HPT,THE_DELTA_T_HPT,THE_DELTA_T_HPT,THE_DELTA_T_HPT,THE_DELTA_T_HPT,PR_HPC,THE_DELTA_T_HPT,PR_HPC_RMS,THE_DELTA_T_HPT,PR_HPC_RMS
-0.374066435969872,-0.374066435969872,-0.374066435969872,-0.374066435969872,-0.374066435969872,10.017304461993618,-0.374066435969872,10.50716917256926,-0.374066435969872,10.50716917256926
-0.3914095370143904,-0.3914095370143904,-0.3914095370143904,-0.3914095370143904,-0.3914095370143904,11.177960412778209,-0.3914095370143904,10.514460199297643,-0.3914095370143904,10.514460199297643
-0.38832465426764434,-0.38832465426764434,-0.38832465426764434,-0.38832465426764434,-0.38832465426764434,11.080753813022037,-0.38832465426764434,10.521518402777508,-0.38832465426764434,10.521518402777508
-0.3806667497702804,-0.3806667497702804,-0.3806667497702804,-0.3806667497702804,-0.3806667497702804,10.829782915572789,-0.3806667497702804,10.525984139014534,-0.3806667497702804,10.525984139014534
-0.38475001051869795,-0.38475001051869795,-0.38475001051869795,-0.38475001051869795,-0.38475001051869795,10.513727941184774,-0.38475001051869795,10.530060257006282,-0.38475001051869795,10.530060257006282
-0.3685461076812588,-0.3685461076812588,-0.3685461076812588,-0.3685461076812588,-0.3685461076812588,9.95449550441704,-0.3685461076812588,10.527913893453587,-0.3685461076812588,10.527913893453587
-0.3687158044455092,-0.3687158044455092,-0.3687158044455092,-0.3687158044455092,-0.3687158044455092,9.95200018676421,-0.3687158044455092,10.516112071808411,-0.3687158044455092,10.516112071808411
-0.3685762223591351,-0.3685762223591351,-0.3685762223591351,-0.3685762223591351,-0.3685762223591351,9.94159559893746,-0.3685762223591351,10.505238540078425,-0.3685762223591351,10.505238540078425
-0.39504745217747245,-0.39504745217747245,-0.39504745217747245,-0.39504745217747245,-0.39504745217747245,11.233170964237926,-0.39504745217747245,10.509766009091212,-0.39504745217747245,10.509766009091212
-0.3923209244387979,-0.3923209244387979,-0.3923209244387979,-0.3923209244387979,-0.3923209244387979,11.146065995086092,-0.3923209244387979,10.519301989215684,-0.3923209244387979,10.519301989215684
-0.3857627907976426,-0.3857627907976426,-0.3857627907976426,-0.3857627907976426,-0.3857627907976426,10.903361318322503,-0.3857627907976426,10.524446167413313,-0.3857627907976426,10.524446167413313
-0.38418293938453363,-0.38418293938453363,-0.38418293938453363,-0.38418293938453363,-0.38418293938453363,10.482942002351754,-0.38418293938453363,10.53034485688703,-0.38418293938453363,10.53034485688703
-0.37885383961425,-0.37885383961425,-0.37885383961425,-0.37885383961425,-0.37885383961425,10.262605002249321,-0.37885383961425,10.532802530071946,-0.37885383961425,10.532802530071946
-0.367359660258913,-0.367359660258913,-0.367359660258913,-0.367359660258913,-0.367359660258913,9.73899285186925,-0.367359660258913,10.518552098979217,-0.367359660258913,10.518552098979217
-0.36781628654199033,-0.36781628654199033,-0.36781628654199033,-0.36781628654199033,-0.36781628654199033,9.763158779912986,-0.36781628654199033,10.505486462269488,-0.36781628654199033,10.505486462269488
-0.3905725888858437,-0.3905725888858437,-0.3905725888858437,-0.3905725888858437,-0.3905725888858437,11.15943670111666,-0.3905725888858437,10.50931431484594,-0.3905725888858437,10.50931431484594
-0.3876650766304512,-0.3876650766304512,-0.3876650766304512,-0.3876650766304512,-0.3876650766304512,11.070548322025436,-0.3876650766304512,10.514700972872514,-0.3876650766304512,10.514700972872514
-0.38029966930303194,-0.38029966930303194,-0.38029966930303194,-0.38029966930303194,-0.38029966930303194,10.810470796096638,-0.38029966930303194,10.518511479835619,-0.38029966930303194,10.518511479835619
-0.3822647771051095,-0.3822647771051095,-0.3822647771051095,-0.3822647771051095,-0.3822647771051095,10.411257071308178,-0.3822647771051095,10.521511214462821,-0.3822647771051095,10.521511214462821
-0.38606962760560964,-0.38606962760560964,-0.38606962760560964,-0.38606962760560964,-0.38606962760560964,10.34136899145534,-0.38606962760560964,10.5246788841153,-0.38606962760560964,10.5246788841153
-0.3818903455374655,-0.3818903455374655,-0.3818903455374655,-0.3818903455374655,-0.3818903455374655,10.234185999877418,-0.3818903455374655,10.515544032412306,-0.3818903455374655,10.515544032412306
-0.37719671827794077,-0.37719671827794077,-0.37719671827794077,-0.37719671827794077,-0.37719671827794077,10.090765159421117,-0.37719671827794077,10.506043690547855,-0.37719671827794077,10.506043690547855
-0.3931138292882605,-0.3931138292882605,-0.3931138292882605,-0.3931138292882605,-0.3931138292882605,11.134108195460074,-0.3931138292882605,10.509219837105306,-0.3931138292882605,10.509219837105306
-0.39114600492352647,-0.39114600492352647,-0.39114600492352647,-0.39114600492352647,-0.39114600492352647,11.051621997197522,-0.39114600492352647,10.51417789634075,-0.39114600492352647,10.51417789634075
-0.3806143766542062,-0.3806143766542062,-0.3806143766542062,-0.3806143766542062,-0.3806143766542062,10.748600898554137,-0.3806143766542062,10.516976113399382,-0.3806143766542062,10.516976113399382
-0.38598572700878714,-0.38598572700878714,-0.38598572700878714,-0.38598572700878714,-0.38598572700878714,10.488838414948784,-0.38598572700878714,10.517442892799254,-0.38598572700878714,10.517442892799254
-0.38602203005240815,-0.38602203005240815,-0.38602203005240815,-0.38602203005240815,-0.38602203005240815,10.4109630941753,-0.38602203005240815,10.517952725145326,-0.38602203005240815,10.517952725145326
-0.3764023026962889,-0.3764023026962889,-0.3764023026962889,-0.3764023026962889,-0.3764023026962889,10.12499683449021,-0.3764023026962889,10.51561237061119,-0.3764023026962889,10.51561237061119
-0.36703949183852214,-0.36703949183852214,-0.36703949183852214,-0.36703949183852214,-0.36703949183852214,9.784406253420899,-0.36703949183852214,10.501141212922512,-0.36703949183852214,10.501141212922512
-0.3940470043224687,-0.3940470043224687,-0.3940470043224687,-0.3940470043224687,-0.3940470043224687,11.197146360265432,-0.3940470043224687,10.502037626118096,-0.3940470043224687,10.502037626118096
-0.3905875648140517,-0.3905875648140517,-0.3905875648140517,-0.3905875648140517,-0.3905875648140517,11.092115480385527,-0.3905875648140517,10.504663726394059,-0.3905875648140517,10.504663726394059
-0.3845550391278088,-0.3845550391278088,-0.3845550391278088,-0.3845550391278088,-0.3845550391278088,10.878551660346211,-0.3845550391278088,10.508056243155913,-0.3845550391278088,10.508056243155913
-0.38854653266481987,-0.38854653266481987,-0.38854653266481987,-0.38854653266481987,-0.38854653266481987,10.58579720506684,-0.38854653266481987,10.512565865316466,-0.38854653266481987,10.512565865316466
-0.40059888878061284,-0.40059888878061284,-0.40059888878061284,-0.40059888878061284,-0.40059888878061284,10.509782604061364,-0.40059888878061284,10.513955859534999,-0.40059888878061284,10.513955859534999
-0.40051561264878993,-0.40051561264878993,-0.40051561264878993,-0.40051561264878993,-0.40051561264878993,10.50969285798474,-0.40051561264878993,10.518431588813458,-0.40051561264878993,10.518431588813458
-0.38369781043552137,-0.38369781043552137,-0.38369781043552137,-0.38369781043552137,-0.38369781043552137,10.093402587784723,-0.38369781043552137,10.517381847984282,-0.38369781043552137,10.517381847984282
-0.3824504200907452,-0.3824504200907452,-0.3824504200907452,-0.3824504200907452,-0.3824504200907452,10.03310886173335,-0.3824504200907452,10.506376942208034,-0.3824504200907452,10.506376942208034
-0.3944259324875666,-0.3944259324875666,-0.3944259324875666,-0.3944259324875666,-0.3944259324875666,11.303033182486212,-0.3944259324875666,10.50918073551034,-0.3944259324875666,10.50918073551034
-0.3909317822250029,-0.3909317822250029,-0.3909317822250029,-0.3909317822250029,-0.3909317822250029,11.194675776248301,-0.3909317822250029,10.513722605285826,-0.3909317822250029,10.513722605285826
-0.3836588813735055,-0.3836588813735055,-0.3836588813735055,-0.3836588813735055,-0.3836588813735055,10.914255433541049,-0.3836588813735055,10.518261421365532,-0.3836588813735055,10.518261421365532
-0.38461746057981516,-0.38461746057981516,-0.38461746057981516,-0.38461746057981516,-0.38461746057981516,10.515994992856761,-0.38461746057981516,10.519303204893534,-0.38461746057981516,10.519303204893534
-0.3669407514315793,-0.3669407514315793,-0.3669407514315793,-0.3669407514315793,-0.3669407514315793,9.935549856843027,-0.3669407514315793,10.51470351011576,-0.3669407514315793,10.51470351011576
-0.363859980842385,-0.363859980842385,-0.363859980842385,-0.363859980842385,-0.363859980842385,9.818735214769356,-0.363859980842385,10.510249462900472,-0.363859980842385,10.510249462900472
-0.3653096217526516,-0.3653096217526516,-0.3653096217526516,-0.3653096217526516,-0.3653096217526516,9.86959429868398,-0.3653096217526516,10.508067238136436,-0.3653096217526516,10.508067238136436
-0.39633396543467597,-0.39633396543467597,-0.39633396543467597,-0.39633396543467597,-0.39633396543467597,11.255460264940204,-0.39633396543467597,10.509377713907485,-0.39633396543467597,10.509377713907485
-0.39336693501041664,-0.39336693501041664,-0.39336693501041664,-0.39336693501041664,-0.39336693501041664,11.161265630459413,-0.39336693501041664,10.560845085847365,-0.39336693501041664,10.560845085847365
-0.38612586703683605,-0.38612586703683605,-0.38612586703683605,-0.38612586703683605,-0.38612586703683605,10.923625721070943,-0.38612586703683605,10.562618477646563,-0.38612586703683605,10.562618477646563
-0.3849933034909175,-0.3849933034909175,-0.3849933034909175,-0.3849933034909175,-0.3849933034909175,10.503725583383986,-0.3849933034909175,10.562685338167853,-0.3849933034909175,10.562685338167853
-0.38531157702080887,-0.38531157702080887,-0.38531157702080887,-0.38531157702080887,-0.38531157702080887,10.021636264045439,-0.38531157702080887,10.562618062614161,-0.38531157702080887,10.562618062614161
-0.3847265342391869,-0.3847265342391869,-0.3847265342391869,-0.3847265342391869,-0.3847265342391869,9.995813908545733,-0.3847265342391869,10.56398428911047,-0.3847265342391869,10.56398428911047
-0.39000500681631506,-0.39000500681631506,-0.39000500681631506,-0.39000500681631506,-0.39000500681631506,10.280406933407647,-0.39000500681631506,10.56975903793544,-0.39000500681631506,10.56975903793544
-0.3858625497179379,-0.3858625497179379,-0.3858625497179379,-0.3858625497179379,-0.3858625497179379,10.14751575275984,-0.3858625497179379,10.559490475600063,-0.3858625497179379,10.559490475600063
-0.38739266492859464,-0.38739266492859464,-0.38739266492859464,-0.38739266492859464,-0.38739266492859464,11.099273453192158,-0.38739266492859464,10.559867662669053,-0.38739266492859464,10.559867662669053
-0.38448841469636064,-0.38448841469636064,-0.38448841469636064,-0.38448841469636064,-0.38448841469636064,11.006795921717313,-0.38448841469636064,10.561736242104358,-0.38448841469636064,10.561736242104358
-0.37818237088575596,-0.37818237088575596,-0.37818237088575596,-0.37818237088575596,-0.37818237088575596,10.738766230028723,-0.37818237088575596,10.564533323849089,-0.37818237088575596,10.564533323849089
-0.38745029573390577,-0.38745029573390577,-0.38745029573390577,-0.38745029573390577,-0.38745029573390577,10.524461288172496,-0.38745029573390577,10.565604104519338,-0.38745029573390577,10.565604104519338
-0.4037408409799386,-0.4037408409799386,-0.4037408409799386,-0.4037408409799386,-0.4037408409799386,10.481222168715375,-0.4037408409799386,10.569948704751384,-0.4037408409799386,10.569948704751384
-0.404082923533217,-0.404082923533217,-0.404082923533217,-0.404082923533217,-0.404082923533217,10.451871300485339,-0.404082923533217,10.57368691815934,-0.404082923533217,10.57368691815934
-0.3975614354776071,-0.3975614354776071,-0.3975614354776071,-0.3975614354776071,-0.3975614354776071,10.355584257541434,-0.3975614354776071,10.565377217790006,-0.3975614354776071,10.565377217790006
-0.3957481264641323,-0.3957481264641323,-0.3957481264641323,-0.3957481264641323,-0.3957481264641323,10.325440216711263,-0.3957481264641323,10.55768131019036,-0.3957481264641323,10.55768131019036
-0.3931207997068473,-0.3931207997068473,-0.3931207997068473,-0.3931207997068473,-0.3931207997068473,11.18355865635762,-0.3931207997068473,10.56142089332443,-0.3931207997068473,10.56142089332443
-0.3896867578725195,-0.3896867578725195,-0.3896867578725195,-0.3896867578725195,-0.3896867578725195,11.07939440125086,-0.3896867578725195,10.567606496698511,-0.3896867578725195,10.567606496698511
-0.38244415036672286,-0.38244415036672286,-0.38244415036672286,-0.38244415036672286,-0.38244415036672286,10.790879546516114,-0.38244415036672286,10.574771935364657,-0.38244415036672286,10.574771935364657
-0.38581655515772034,-0.38581655515772034,-0.38581655515772034,-0.38581655515772034,-0.38581655515772034,10.497406651706573,-0.38581655515772034,10.578480939607978,-0.38581655515772034,10.578480939607978
-0.39698319462440396,-0.39698319462440396,-0.39698319462440396,-0.39698319462440396,-0.39698319462440396,10.44297038303887,-0.39698319462440396,10.582667660467889,-0.39698319462440396,10.582667660467889
-0.3967363247848676,-0.3967363247848676,-0.3967363247848676,-0.3967363247848676,-0.3967363247848676,10.437589494169554,-0.3967363247848676,10.576068165405873,-0.3967363247848676,10.576068165405873
-0.3844637659189129,-0.3844637659189129,-0.3844637659189129,-0.3844637659189129,-0.3844637659189129,10.085503049423586,-0.3844637659189129,10.567121924591126,-0.3844637659189129,10.567121924591126
-0.38351209391741486,-0.38351209391741486,-0.38351209391741486,-0.38351209391741486,-0.38351209391741486,10.049574881032138,-0.38351209391741486,10.559497145163759,-0.38351209391741486,10.559497145163759
-0.3937759795860861,-0.3937759795860861,-0.3937759795860861,-0.3937759795860861,-0.3937759795860861,11.174151642732454,-0.3937759795860861,10.566151205996059,-0.3937759795860861,10.566151205996059
-0.39061440878043374,-0.39061440878043374,-0.39061440878043374,-0.39061440878043374,-0.39061440878043374,11.081039348509131,-0.39061440878043374,10.572546856390753,-0.39061440878043374,10.572546856390753
-0.38206262888268083,-0.38206262888268083,-0.38206262888268083,-0.38206262888268083,-0.38206262888268083,10.797408462867216,-0.38206262888268083,10.579350937310654,-0.38206262888268083,10.579350937310654
-0.38314804025115556,-0.38314804025115556,-0.38314804025115556,-0.38314804025115556,-0.38314804025115556,10.49075525622968,-0.38314804025115556,10.584521634204659,-0.38314804025115556,10.584521634204659
-0.36140995132125825,-0.36140995132125825,-0.36140995132125825,-0.36140995132125825,-0.36140995132125825,9.788052537600914,-0.36140995132125825,10.571510019073516,-0.36140995132125825,10.571510019073516
-0.3628087637388519,-0.3628087637388519,-0.3628087637388519,-0.3628087637388519,-0.3628087637388519,9.8414637955376,-0.3628087637388519,10.560173767336705,-0.3628087637388519,10.560173767336705
-0.3638678917950758,-0.3638678917950758,-0.3638678917950758,-0.3638678917950758,-0.3638678917950758,9.880489780578001,-0.3638678917950758,10.551660944400473,-0.3638678917950758,10.551660944400473
-0.37869386261916993,-0.37869386261916993,-0.37869386261916993,-0.37869386261916993,-0.37869386261916993,10.98223370787359,-0.37869386261916993,10.555600391262802,-0.37869386261916993,10.555600391262802
-0.3755184052025634,-0.3755184052025634,-0.3755184052025634,-0.3755184052025634,-0.3755184052025634,10.887888842172952,-0.3755184052025634,10.56380478031421,-0.3755184052025634,10.56380478031421
-0.3622657981430083,-0.3622657981430083,-0.3622657981430083,-0.3622657981430083,-0.3622657981430083,10.50531952915309,-0.3622657981430083,10.56639777481686,-0.3622657981430083,10.56639777481686
-0.3819676100535774,-0.3819676100535774,-0.3819676100535774,-0.3819676100535774,-0.3819676100535774,10.493527108730325,-0.3819676100535774,10.570657668271238,-0.3819676100535774,10.570657668271238
-0.3929020214321158,-0.3929020214321158,-0.3929020214321158,-0.3929020214321158,-0.3929020214321158,10.380728583917705,-0.3929020214321158,10.560000176347693,-0.3929020214321158,10.560000176347693
-0.3929256678813115,-0.3929256678813115,-0.3929256678813115,-0.3929256678813115,-0.3929256678813115,10.382468667442303,-0.3929256678813115,10.550321208905304,-0.3929256678813115,10.550321208905304
-0.3806406959364394,-0.3806406959364394,-0.3806406959364394,-0.3806406959364394,-0.3806406959364394,9.932375728688521,-0.3806406959364394,10.539229345475558,-0.3806406959364394,10.539229345475558
-0.38096946403289855,-0.38096946403289855,-0.38096946403289855,-0.38096946403289855,-0.38096946403289855,9.920520510288068,-0.38096946403289855,10.534072547592066,-0.38096946403289855,10.534072547592066
-0.39562453233865763,-0.39562453233865763,-0.39562453233865763,-0.39562453233865763,-0.39562453233865763,11.079365094938984,-0.39562453233865763,10.543789244868359,-0.39562453233865763,10.543789244868359
-0.3925214013101289,-0.3925214013101289,-0.3925214013101289,-0.3925214013101289,-0.3925214013101289,10.986837612331753,-0.3925214013101289,10.55375322460191,-0.3925214013101289,10.55375322460191
-0.38265611894266544,-0.38265611894266544,-0.38265611894266544,-0.38265611894266544,-0.38265611894266544,10.717339398536886,-0.38265611894266544,10.561361100236489,-0.38265611894266544,10.561361100236489
-0.38583279278277,-0.38583279278277,-0.38583279278277,-0.38583279278277,-0.38583279278277,10.432546401164451,-0.38583279278277,10.554383077061534,-0.38583279278277,10.554383077061534
-0.3971503017874974,-0.3971503017874974,-0.3971503017874974,-0.3971503017874974,-0.3971503017874974,10.353989840936832,-0.3971503017874974,10.547529297489751,-0.3971503017874974,10.547529297489751
-0.3971414789448486,-0.3971414789448486,-0.3971414789448486,-0.3971414789448486,-0.3971414789448486,10.353780466621725,-0.3971414789448486,10.542658697090964,-0.3971414789448486,10.542658697090964
-0.3919530132559779,-0.3919530132559779,-0.3919530132559779,-0.3919530132559779,-0.3919530132559779,10.257528014412992,-0.3919530132559779,10.540922671030584,-0.3919530132559779,10.540922671030584
-0.39099645063877286,-0.39099645063877286,-0.39099645063877286,-0.39099645063877286,-0.39099645063877286,10.245140891613351,-0.39099645063877286,10.539356276757994,-0.39099645063877286,10.539356276757994
-0.3971490571094392,-0.3971490571094392,-0.3971490571094392,-0.3971490571094392,-0.3971490571094392,11.343714680513663,-0.3971490571094392,10.549063477768488,-0.3971490571094392,10.549063477768488
-0.394245328938322,-0.394245328938322,-0.394245328938322,-0.394245328938322,-0.394245328938322,11.249002541308988,-0.394245328938322,10.558778786745764,-0.394245328938322,10.558778786745764
-0.3930806854057173,-0.3930806854057173,-0.3930806854057173,-0.3930806854057173,-0.3930806854057173,11.182244196986765,-0.3930806854057173,10.567978568723634,-0.3930806854057173,10.567978568723634
-0.38712294423502314,-0.38712294423502314,-0.38712294423502314,-0.38712294423502314,-0.38712294423502314,10.52135897466255,-0.38712294423502314,10.561641805623745,-0.38712294423502314,10.561641805623745
-0.3945387252640253,-0.3945387252640253,-0.3945387252640253,-0.3945387252640253,-0.3945387252640253,10.426840123003691,-0.3945387252640253,10.555307961829415,-0.3945387252640253,10.555307961829415
-0.3817396867618565,-0.3817396867618565,-0.3817396867618565,-0.3817396867618565,-0.3817396867618565,10.051406295277028,-0.3817396867618565,10.54804720641906,-0.3817396867618565,10.54804720641906
-0.3786478569394174,-0.3786478569394174,-0.3786478569394174,-0.3786478569394174,-0.3786478569394174,9.933045874118505,-0.3786478569394174,10.542528714714804,-0.3786478569394174,10.542528714714804
-0.37619993041170624,-0.37619993041170624,-0.37619993041170624,-0.37619993041170624,-0.37619993041170624,10.744289417685238,-0.37619993041170624,10.546194974663699,-0.37619993041170624,10.546194974663699
-0.3830382918469571,-0.3830382918469571,-0.3830382918469571,-0.3830382918469571,-0.3830382918469571,10.897145744895345,-0.3830382918469571,10.554572018471758,-0.3830382918469571,10.554572018471758
-0.3880446786099325,-0.3880446786099325,-0.3880446786099325,-0.3880446786099325,-0.3880446786099325,9.933763585109421,-0.3880446786099325,10.553782411813913,-0.3880446786099325,10.553782411813913
-0.38321462093931,-0.38321462093931,-0.38321462093931,-0.38321462093931,-0.38321462093931,10.38426210695055,-0.38321462093931,10.545671348997882,-0.38321462093931,10.545671348997882
-0.3987354299876693,-0.3987354299876693,-0.3987354299876693,-0.3987354299876693,-0.3987354299876693,10.313897609736888,-0.3987354299876693,10.53788963642475,-0.3987354299876693,10.53788963642475
-0.400280548587809,-0.400280548587809,-0.400280548587809,-0.400280548587809,-0.400280548587809,10.292128811160193,-0.400280548587809,10.532499948451884,-0.400280548587809,10.532499948451884
-0.39296703739759203,-0.39296703739759203,-0.39296703739759203,-0.39296703739759203,-0.39296703739759203,10.130499692507117,-0.39296703739759203,10.528743545747771,-0.39296703739759203,10.528743545747771
-0.39246472510045494,-0.39246472510045494,-0.39246472510045494,-0.39246472510045494,-0.39246472510045494,10.11198629928009,-0.39246472510045494,10.530244228593135,-0.39246472510045494,10.530244228593135
-0.3979729602240939,-0.3979729602240939,-0.3979729602240939,-0.3979729602240939,-0.3979729602240939,11.189400824275898,-0.3979729602240939,10.542658457178081,-0.3979729602240939,10.542658457178081
-0.3945844580837296,-0.3945844580837296,-0.3945844580837296,-0.3945844580837296,-0.3945844580837296,11.094768636824554,-0.3945844580837296,10.554157144235965,-0.3945844580837296,10.554157144235965
-0.387646476787961,-0.387646476787961,-0.387646476787961,-0.387646476787961,-0.387646476787961,10.832703087699501,-0.387646476787961,10.54996996621183,-0.387646476787961,10.54996996621183
-0.386027536344979,-0.386027536344979,-0.386027536344979,-0.386027536344979,-0.386027536344979,10.42753229505905,-0.386027536344979,10.54262077065985,-0.386027536344979,10.54262077065985
-0.40115959352167063,-0.40115959352167063,-0.40115959352167063,-0.40115959352167063,-0.40115959352167063,10.345118541787556,-0.40115959352167063,10.53699362294606,-0.40115959352167063,10.53699362294606
-0.4007133348782686,-0.4007133348782686,-0.4007133348782686,-0.4007133348782686,-0.4007133348782686,10.334606865432237,-0.4007133348782686,10.535528219808898,-0.4007133348782686,10.535528219808898
-0.39572708549810737,-0.39572708549810737,-0.39572708549810737,-0.39572708549810737,-0.39572708549810737,10.23733977737597,-0.39572708549810737,10.535282412600155,-0.39572708549810737,10.535282412600155
-0.39530047660395945,-0.39530047660395945,-0.39530047660395945,-0.39530047660395945,-0.39530047660395945,10.226912549177195,-0.39530047660395945,10.539904795511188,-0.39530047660395945,10.539904795511188
-0.3924476196766792,-0.3924476196766792,-0.3924476196766792,-0.3924476196766792,-0.3924476196766792,11.237180850985133,-0.3924476196766792,10.55457923081727,-0.3924476196766792,10.55457923081727
-2.035217408086891,-2.035217408086891,-2.035217408086891,-2.035217408086891,-2.035217408086891,1.7848041609301006,-2.035217408086891,10.496936111250069,-2.035217408086891,10.496936111250069
-0.381515116441066,-0.381515116441066,-0.381515116441066,-0.381515116441066,-0.381515116441066,10.895716120137731,-0.381515116441066,10.495106651190783,-0.381515116441066,10.495106651190783
-0.3780104571154421,-0.3780104571154421,-0.3780104571154421,-0.3780104571154421,-0.3780104571154421,10.41664559237777,-0.3780104571154421,10.491123194658828,-0.3780104571154421,10.491123194658828
-0.370031230456637,-0.370031230456637,-0.370031230456637,-0.370031230456637,-0.370031230456637,9.861052097888095,-0.370031230456637,10.485805960069662,-0.370031230456637,10.485805960069662
-0.3699004298081701,-0.3699004298081701,-0.3699004298081701,-0.3699004298081701,-0.3699004298081701,9.850349323020104,-0.3699004298081701,10.4810772978694,-0.3699004298081701,10.4810772978694
-0.36509581307559824,-0.36509581307559824,-0.36509581307559824,-0.36509581307559824,-0.36509581307559824,9.609175331488396,-0.36509581307559824,10.47515910135141,-0.36509581307559824,10.47515910135141
-0.3916133620768033,-0.3916133620768033,-0.3916133620768033,-0.3916133620768033,-0.3916133620768033,11.129594532002535,-0.3916133620768033,10.485676016741468,-0.3916133620768033,10.485676016741468
-0.38813173101561443,-0.38813173101561443,-0.38813173101561443,-0.38813173101561443,-0.38813173101561443,11.030809599688471,-0.38813173101561443,10.4845841824667,-0.38813173101561443,10.4845841824667
-0.3821511320714762,-0.3821511320714762,-0.3821511320714762,-0.3821511320714762,-0.3821511320714762,10.800342797193807,-0.3821511320714762,10.481965275505853,-0.3821511320714762,10.481965275505853
-0.37646925876173715,-0.37646925876173715,-0.37646925876173715,-0.37646925876173715,-0.37646925876173715,10.193602047492499,-0.37646925876173715,10.476419572123527,-0.37646925876173715,10.476419572123527
-0.3903841392626556,-0.3903841392626556,-0.3903841392626556,-0.3903841392626556,-0.3903841392626556,10.39136056526615,-0.3903841392626556,10.475448127989445,-0.3903841392626556,10.475448127989445
-0.37479284135217295,-0.37479284135217295,-0.37479284135217295,-0.37479284135217295,-0.37479284135217295,9.865044608558236,-0.37479284135217295,10.470163466154823,-0.37479284135217295,10.470163466154823
-0.3783427380608904,-0.3783427380608904,-0.3783427380608904,-0.3783427380608904,-0.3783427380608904,10.000710844695949,-0.3783427380608904,10.468968887765929,-0.3783427380608904,10.468968887765929
-0.3969935530199361,-0.3969935530199361,-0.3969935530199361,-0.3969935530199361,-0.3969935530199361,11.143065605491492,-0.3969935530199361,10.482539893869903,-0.3969935530199361,10.482539893869903
-0.39380688579928225,-0.39380688579928225,-0.39380688579928225,-0.39380688579928225,-0.39380688579928225,11.044622742772006,-0.39380688579928225,10.480921652018184,-0.39380688579928225,10.480921652018184
-0.3842249908361236,-0.3842249908361236,-0.3842249908361236,-0.3842249908361236,-0.3842249908361236,10.783635526545972,-0.3842249908361236,10.477701864871673,-0.3842249908361236,10.477701864871673
-0.3865455186938835,-0.3865455186938835,-0.3865455186938835,-0.3865455186938835,-0.3865455186938835,10.426398697296925,-0.3865455186938835,10.473103904994788,-0.3865455186938835,10.473103904994788
-0.40278425952466623,-0.40278425952466623,-0.40278425952466623,-0.40278425952466623,-0.40278425952466623,10.35951229632804,-0.40278425952466623,10.470840908462261,-0.40278425952466623,10.470840908462261
-0.4029076932845643,-0.4029076932845643,-0.4029076932845643,-0.4029076932845643,-0.4029076932845643,10.357915784581943,-0.4029076932845643,10.469327496094742,-0.4029076932845643,10.469327496094742
-0.39645236186844185,-0.39645236186844185,-0.39645236186844185,-0.39645236186844185,-0.39645236186844185,10.204962674435894,-0.39645236186844185,10.466312359788425,-0.39645236186844185,10.466312359788425
-0.39863885384915965,-0.39863885384915965,-0.39863885384915965,-0.39863885384915965,-0.39863885384915965,10.278328993088506,-0.39863885384915965,10.468111917799245,-0.39863885384915965,10.468111917799245
-0.388290289585814,-0.388290289585814,-0.388290289585814,-0.388290289585814,-0.388290289585814,11.09389533419835,-0.388290289585814,10.478810978642478,-0.388290289585814,10.478810978642478
-0.3846896945051637,-0.3846896945051637,-0.3846896945051637,-0.3846896945051637,-0.3846896945051637,10.983269837011713,-0.3846896945051637,10.475410068250332,-0.3846896945051637,10.475410068250332
-0.37890065103806214,-0.37890065103806214,-0.37890065103806214,-0.37890065103806214,-0.37890065103806214,10.776907226213558,-0.37890065103806214,10.471027921568702,-0.37890065103806214,10.471027921568702
-0.38307134684494515,-0.38307134684494515,-0.38307134684494515,-0.38307134684494515,-0.38307134684494515,10.453772232969408,-0.38307134684494515,10.466328370377722,-0.38307134684494515,10.466328370377722
-0.4039287870620551,-0.4039287870620551,-0.4039287870620551,-0.4039287870620551,-0.4039287870620551,10.419560877596043,-0.4039287870620551,10.465363851223472,-0.4039287870620551,10.465363851223472
-0.39471436772633134,-0.39471436772633134,-0.39471436772633134,-0.39471436772633134,-0.39471436772633134,9.974444175587532,-0.39471436772633134,10.465733820188435,-0.39471436772633134,10.465733820188435
-0.39111895858161927,-0.39111895858161927,-0.39111895858161927,-0.39111895858161927,-0.39111895858161927,10.111828244106938,-0.39111895858161927,10.468524226806835,-0.39111895858161927,10.468524226806835
-0.39357302974589664,-0.39357302974589664,-0.39357302974589664,-0.39357302974589664,-0.39357302974589664,10.190651045743547,-0.39357302974589664,10.471599890102592,-0.39357302974589664,10.471599890102592
-0.3934763885140032,-0.3934763885140032,-0.3934763885140032,-0.3934763885140032,-0.3934763885140032,11.127047835919505,-0.3934763885140032,10.470227425231437,-0.3934763885140032,10.470227425231437
-0.3903218411558962,-0.3903218411558962,-0.3903218411558962,-0.3903218411558962,-0.3903218411558962,11.032337845992842,-0.3903218411558962,10.46886090340363,-0.3903218411558962,10.46886090340363
-0.3836331320789762,-0.3836331320789762,-0.3836331320789762,-0.3836331320789762,-0.3836331320789762,10.81385186064487,-0.3836331320789762,10.467721172562458,-0.3836331320789762,10.467721172562458
-0.3866716861784687,-0.3866716861784687,-0.3866716861784687,-0.3866716861784687,-0.3866716861784687,10.481510802038812,-0.3866716861784687,10.467498494011574,-0.3866716861784687,10.467498494011574
