snap_index,esn,snap,esn_index,global_index,ww_cycle_index,hpc_cycle_index,hpt_cycle_index,ww_cycle,hpc_cycle,hpt_cycle,to_next_ww,to_next_hpc_cycle,to_next_hpt_cycle,Altitude,Mach,Pamb,Pt2,TAT,WFuel,VAFN,VBV,Fan_Speed,Core_Speed,T25,T3,Ps3,T45,P25,T5,fault_ww_cycle,fault_hpc_cycle,fault_hpt_cycle
1216,101,1,8956,8956,34,364,70,12,1,3,700,3760,2710,1608.3215158873452,0.1018379672514162,13.877473460070927,13.912565362137766,461.4474333445406,0.9746071376041509,6355.740835916155,0.0,1679.645231658589,19478.16069039653,634.0563148161331,1383.0054193864378,418.6518781029157,1874.5636719264655,37.04204278858332,1234.3064304435163,0,0,0
1217,101,1,8964,8964,35,365,71,12,1,3,690,3750,2700,1333.3215158873452,0.1032239689575395,14.012975954185077,14.051310092845007,499.792734673924,1.2141850137469627,6187.38771674962,0.0,1866.9713433386328,20627.76040810097,703.4290964435863,1536.619691490192,475.3681804984687,2115.178922536186,40.74566556120424,1371.7815917395355,0,0,0
1218,101,1,8972,8972,36,366,72,12,1,3,680,3740,2690,496.3215158873453,0.1040429665790758,14.425396272634304,14.466641801356069,540.3834802883439,1.244968263263931,6237.051326354084,0.0,1900.082607264862,21312.78353606513,754.9076080447097,1630.9720860442376,469.05506920815577,2243.694033626248,40.8976775333892,1476.2591713593104,0,0,0
1219,101,1,8979,8979,37,367,73,12,1,3,670,3730,2680,785.3215158873453,0.1019009693609437,14.282995469728895,14.319246272955542,505.1750807232944,1.1501845184912527,6270.3191713042015,0.0,1817.212359409644,20555.85920961062,703.0389174033944,1526.9924658045222,456.180425668415,2090.2073276734127,39.8838199910468,1371.8592577516197,0,0,0
1220,101,1,8986,8986,38,368,74,12,1,3,660,3720,2670,374.3215158873453,0.1030979647384843,14.485510106386762,14.52486271257336,491.67591929896713,1.0954217870776966,6310.928120045743,0.0,1758.9773689620188,20179.65570782388,679.4213919256349,1476.1893448870194,447.4799986603325,2011.2276220827669,39.45123546761975,1325.1350603476494,0,0,0
1221,101,1,8994,8994,39,369,75,12,1,3,650,3710,2660,162.32151588734527,0.1032869710670671,14.589970210940212,14.63002100531458,522.3339981223011,1.2217621622667487,6247.685403674314,0.0,1861.7480697972117,20940.263515180723,728.9549674803967,1579.605198149641,471.82200578971896,2168.304833861592,41.169128418574495,1423.934383608626,0,0,0
1222,101,1,9001,9001,40,370,76,12,1,3,640,3700,2650,333.3215158873453,0.1020899682389459,14.505712296418324,14.542935482486898,526.8165348981632,1.2343890074177344,6241.085105009395,0.0,1877.9869942570915,21052.9723606053,736.4070835949711,1595.2185423294477,472.5695655848178,2192.765051221351,41.16472583745647,1439.1476931934874,0,0,0
1223,101,1,9008,9008,41,371,77,12,1,3,630,3690,2640,874.3215158873453,0.1074449687348566,14.239141935270135,14.2873182868153,514.3085752122864,1.1782888025746752,6236.921852056235,0.0,1844.8767961989367,20772.01433950736,717.5502875671269,1556.7240198963168,459.758886601802,2135.90111462237,40.145084992262674,1401.3198007312983,0,0,0
1224,101,1,9015,9015,42,372,78,12,1,3,620,3680,2630,2104.3215158873454,0.103790965591546,13.633076234323235,13.671536356127982,487.63257986667065,1.0832934925242086,6257.342637166597,0.0,1790.276510319702,20212.64981881256,679.4149370216869,1481.107875441056,438.164315366147,2027.8361402397309,38.21232484103243,1325.722809273135,0,0,0
1225,101,1,9022,9022,43,373,79,12,1,3,610,3670,2620,1254.3215158873452,0.1026569648729524,14.0519021252215,14.08914840576564,500.6827406293249,1.1264964352204476,6267.722524264792,0.0,1809.1144085734472,20464.11405435315,696.9791253782583,1514.951100386934,448.7582077576784,2074.827149353694,39.260147774071015,1360.9703927352289,0,0,0
1226,101,1,9030,9030,44,374,80,12,1,3,600,3660,2610,873.3215158873453,0.101648968373414,14.23963467161237,14.27524372514528,518.6931043407159,1.2472620325691754,6204.084695405331,0.0,1893.1103353904136,20979.392240723875,729.302908541503,1585.3211648016577,477.41568458823633,2185.1913045239776,41.2351650992224,1424.8845041888576,0,0,0
1227,101,1,9037,9037,45,375,81,12,1,3,590,3650,2600,536.3215158873453,0.1034129678355417,14.405686818944975,14.445504926236095,540.369527255171,1.245368560132512,6238.330941945088,0.0,1900.7021639404172,21313.371237924417,755.2932493119346,1631.6497854159768,468.2642430476981,2247.263075233143,40.88838951603413,1478.957767480087,0,0,0
1228,101,1,9044,9044,46,376,82,12,1,3,580,3640,2590,989.3215158873452,0.1020899682389459,14.182477255913312,14.218870986812036,537.1848832396413,1.2522498025751685,6217.400469823292,0.0,1915.0008237606623,21308.93796807384,753.7607766222337,1631.137793106061,469.66529604569774,2250.480712585716,40.79889136460024,1475.3265214856945,0,0,0
1229,101,1,9051,9051,47,377,83,12,1,3,570,3630,2580,1086.3215158873452,0.103790965591546,14.134681830716689,14.174557026566616,517.3857782688312,1.1974255355460892,6229.781850636404,0.0,1865.5134692691367,20877.305180937805,724.1753318894117,1571.5453247363191,462.5126062732096,2161.688152045454,40.27302544052536,1415.6529174990126,0,0,0
1230,101,1,9058,9058,48,378,84,12,1,3,560,3620,2570,874.3215158873453,0.1074449687348566,14.239141935270135,14.2873182868153,514.3085752122864,1.1791021533907489,6236.921852056235,0.0,1844.8767961989367,20771.41709354068,717.7741311360218,1557.056383072377,459.4756660286254,2138.068702618681,40.16957899829799,1403.0923107875444,0,0,0
1231,101,1,9065,9065,49,379,85,12,1,3,550,3610,2560,1492.3215158873452,0.1047359674321374,13.934630875769988,13.97594154925756,499.37302865064345,1.133011479086528,6246.051691201006,0.0,1817.8917844402065,20470.390404654103,696.9104652929416,1516.1906736324038,449.9419154737827,2080.047752850749,39.27699521694704,1361.4927271004162,0,0,0
1232,101,1,9073,9073,50,380,86,12,1,3,540,3600,2550,186.32151588734527,0.103790965591546,14.578144538726615,14.619270782357171,543.5337425005841,1.2623108691199,6239.509187058825,0.0,1904.321053679511,21369.31155287113,759.5177206060698,1639.681777551422,472.7724638694784,2259.3207941486503,41.33749612414402,1488.3453473213046,0,0,0
1233,101,1,9080,9080,51,381,87,12,1,3,530,3590,2540,537.3215158873453,0.1039169698106012,14.405194082602742,14.44610697129912,542.6348741368429,1.246445165626331,6239.0899519436425,0.0,1902.7457676429697,21351.3604295176,758.3413454720654,1637.2775227430318,467.1482305041295,2256.4214510567303,40.856488043809165,1486.3073845530466,0,0,0
1234,101,1,9088,9088,52,382,88,12,1,3,520,3580,2530,292.3215158873453,0.1038539677010736,14.525914486449889,14.567031768889766,531.813458549899,1.2513638015847994,6230.385329796864,0.0,1890.7062579287592,21161.844525183373,744.2922152076859,1610.934306772013,474.4513819890581,2219.016372333756,41.386193345227646,1457.1967618153303,0,0,0
1235,101,1,9095,9095,53,383,89,12,1,3,510,3570,2520,299.3215158873453,0.1017749651418886,14.522465332054256,14.559052610494431,481.7324122117914,1.0506248706394727,6352.910419930325,0.0,1717.9907478564965,19903.05914183541,662.7355261450274,1439.9562792122829,437.3772107907484,1958.6238428186784,38.88936084745512,1294.6830142874103,0,0,0
1236,101,1,9103,9103,54,384,90,12,1,3,500,3560,2510,139.32151588734527,0.1029719679700097,14.601303146811578,14.64069429027404,493.47656435585714,1.0986597879674154,6319.858004817861,0.0,1756.040275818638,20196.101228733707,681.4880789300353,1479.183204996402,447.4196012625695,2017.8018352578115,39.63580704803819,1332.1842017967472,0,0,0
1237,101,1,9111,9111,55,385,91,12,1,3,490,3550,2500,537.3215158873453,0.1034759699450693,14.405194082602742,14.44514755256356,534.0593413461888,1.2519436830053272,6225.945886918756,0.0,1899.1765499153205,21218.131374528784,748.1949479771528,1618.9454534854312,472.2575282757047,2232.673369581425,41.18199214167021,1465.8166971657456,0,0,0
1238,101,1,9119,9119,56,386,92,12,1,3,480,3540,2490,556.3215158873453,0.1021529703484735,14.395832092100312,14.43290816730608,502.0248188938462,1.131059011764642,6291.498725427256,0.0,1794.7754498963045,20440.424824411974,696.8173979121469,1512.3274363825249,451.4456965928909,2070.3832439371545,39.77305852664785,1363.1464400297418,0,0,0
1239,101,1,9127,9127,57,387,93,12,1,3,470,3530,2480,537.3215158873453,0.1039169698106012,14.405194082602742,14.44610697129912,542.6348741368429,1.2472506913636596,6239.0899519436425,0.0,1902.7457676429697,21350.80249395143,758.551615368126,1637.534480204327,466.876961802092,2258.508972998936,40.87760340298974,1488.0133751850362,0,0,0
1240,101,1,9135,9135,58,388,94,12,1,3,460,3520,2470,68.32151588734529,0.1044209643350801,14.63628742711014,14.678975891647228,526.8666519431754,1.2348728207001658,6243.87990217087,0.0,1869.8084598086032,21028.61391643068,735.8610986752084,1592.8085299607462,472.4524987657151,2191.989188909108,41.373134842867,1441.544660750916,0,0,0
1241,101,1,9143,9143,59,389,95,12,1,3,450,3510,2460,281.3215158873453,0.1027829690920076,14.531334586214456,14.570125533917505,485.8092797936004,1.0631205054447566,6342.966790113498,0.0,1728.909286843263,19997.04073274384,669.0900713426928,1452.7951281221767,439.01698390579867,1979.134797079625,39.05616224683197,1308.5175782224487,0,0,0
1242,101,1,9150,9150,60,390,96,12,1,3,440,3500,2450,1030.3215158873452,0.1022159650074205,14.16227506588175,14.198882354548951,528.6224008152917,1.2421177379671908,6214.547843458303,0.0,1901.5885400672505,21145.81113222032,742.5212407710367,1609.2195971735357,469.4598990102518,2222.2161352523563,40.8333346872817,1454.85395104618,0,0,0
1243,101,1,9157,9157,61,391,97,12,1,3,430,3490,2440,186.32151588734527,0.1032869710670671,14.578144538726615,14.618162870555878,544.4241926935214,1.2578397911482182,6246.872984859015,0.0,1901.3548069189849,21372.59615605505,760.4573498113178,1640.706363650827,470.234805239637,2262.9220167206818,41.2438406952321,1492.6883800399344,0,0,0
1244,101,1,9164,9164,62,392,98,12,1,3,420,3480,2430,888.3215158873453,0.1049249663101396,14.232243626478873,14.274847378106369,514.2541493235497,1.0967596559122283,6316.72687562802,0.0,1790.1143999410003,20601.681608156367,710.3388566510133,1534.563876845978,434.0081914679615,2099.538136195148,38.65798319626955,1392.4096851955906,0,0,0
1245,101,1,9171,9171,63,393,99,12,1,3,410,3470,2420,1470.3215158873452,0.1033499657260141,13.94547107529912,13.983884842082896,520.081286764808,1.2083852860314148,6213.361901744338,0.0,1884.268064226457,20970.236217716694,730.4351372733033,1585.186879316686,461.62225560954187,2187.9980031580326,40.17371985002453,1430.9106110973432,0,0,0
1246,101,1,9178,9178,64,394,100,12,1,3,400,3460,2410,200.32151588734527,0.1023419692264757,14.571246229935348,14.609184068252633,525.0187090580131,1.229034885783418,6249.225064287349,0.0,1867.796223117719,20995.4651250836,733.6501007010495,1588.5760881691774,470.5842795397344,2187.5503584243816,41.23031482541487,1438.205187962431,0,0,0
1247,101,1,9185,9185,65,395,101,12,1,3,390,3450,2400,139.32151588734527,0.1023419692264757,14.601303146811578,14.639319241609805,549.8130519571142,1.2621674398455198,6254.935719037148,0.0,1906.8435530856389,21464.725378181203,767.4705850832712,1653.836056044912,468.91360978949695,2282.3688875415883,41.20805291660965,1508.0795212261617,0,0,0
1248,101,1,9193,9193,66,396,102,12,1,3,380,3440,2390,537.3215158873453,0.1034759699450693,14.405194082602742,14.44514755256356,534.0593413461888,1.2532326631287103,6225.945886918756,0.0,1899.1765499153205,21217.41690768359,748.5410414408414,1619.460979656886,471.8094264990938,2235.9806610462992,41.21919659523562,1468.5201602804332,0,0,0
1249,101,1,9201,9201,67,397,103,12,1,3,370,3430,2380,441.3215158873453,0.1019009693609437,14.452496771457136,14.489177775641874,502.4704760121285,1.1361892583798054,6293.206073216701,0.0,1794.950811331497,20446.94841352938,697.6479734263013,1513.750287442918,452.45068924060064,2074.616010908782,39.94252648549887,1366.6841074699596,0,0,0
1250,101,1,9209,9209,68,398,104,12,1,3,360,3420,2370,343.3215158873453,0.1019009693609437,14.500784932995996,14.537588494430423,495.2582107256288,1.194653345070929,6237.623597143489,0.0,1823.952173730983,20428.553603348453,693.3918308849708,1511.2700894038296,473.7156958613276,2078.317143429828,41.27090403325195,1356.7218847396398,0,0,0
1251,101,1,9216,9216,69,399,105,12,1,3,350,3410,2360,847.3215158873453,0.101648968373414,14.252445816510434,14.288086906872588,528.1595402297386,1.2421703129153656,6222.905436492798,0.0,1895.6616914088447,21121.52924081837,741.4084945481483,1606.3489908777713,469.77717997165104,2219.0405199139204,40.97167678149449,1454.3756675782463,0,0,0
1252,101,1,9224,9224,70,400,106,12,1,3,340,3400,2350,-99.67848411265471,0.1019639640198907,14.726775621330455,14.76429043273546,537.1821545943072,1.2693115450509465,6243.953571035542,0.0,1894.4460369917765,21249.0409640773,751.4643193633036,1623.997193854857,477.3172577105241,2241.19964001906,41.8361503599766,1475.5294729589275,0,0,0
1253,101,1,9232,9232,71,401,107,12,1,3,330,3390,2340,223.32151588734527,0.1017119704829416,14.559913294063984,14.59645905794166,506.0727670447213,1.153816826483426,6290.601944661513,0.0,1803.8667155154085,20527.131077874372,703.1092724994572,1524.8157642731028,456.6446797683441,2091.623203988159,40.32033050786597,1378.3187540986708,0,0,0
1254,101,1,9240,9240,72,402,108,12,1,3,320,3380,2330,432.3215158873453,0.1019009693609437,14.456931398537234,14.493623657979605,509.23202146751,1.1687785832026505,6274.406118074291,0.0,1821.368292211572,20626.16252970097,709.2533802675672,1538.3908762780031,458.70169760618177,2113.6935204683805,40.386717708856594,1390.700239444386,0,0,0
1255,101,1,9247,9247,73,403,109,12,1,3,310,3370,2320,441.3215158873453,0.1019009693609437,14.452496771457136,14.489177775641874,502.4704760121285,1.1368193926732544,6293.206073216701,0.0,1794.950811331497,20446.845803479293,697.803395324946,1514.0462149490104,452.20413627895135,2076.2972934704108,39.95580712730116,1368.056886258667,0,0,0
1256,101,1,9255,9255,74,404,110,12,1,3,300,3360,2310,413.3215158873453,0.1015859662638864,14.466293389039668,14.50233441678725,534.920029880584,1.2523339641769895,6238.660363366164,0.0,1895.5796354716751,21219.086130024483,749.2285386642124,1620.1279801725736,471.02048037947407,2237.8812898282254,41.25638526720496,1471.743990351789,0,0,0
1257,101,1,9262,9262,75,405,111,12,1,3,290,3350,2300,960.3215158873452,0.1017749651418886,14.196766609838075,14.232533336838475,506.52481837095104,1.1561328422930646,6265.027074221062,0.0,1824.003510163173,20593.47559693008,706.6840221795369,1534.18571084759,453.76709842771726,2110.3266355815463,39.885583869606265,1386.1453727555588,0,0,0
1258,101,1,9269,9269,76,406,112,12,1,3,280,3340,2290,487.3215158873453,0.1022159650074205,14.429830899714403,14.46712977879334,528.6224008152914,1.248028267946915,6230.056777817784,0.0,1889.48462641188,21110.32825336715,741.2524139541332,1605.1907801486866,472.2307432051614,2217.499692674024,41.30359423782964,1455.5559142290265,0,0,0
1259,101,1,9276,9276,77,407,113,12,1,3,270,3330,2280,1169.3215158873452,0.1028459637509546,14.093784714311326,14.13154055831075,535.3980665926362,1.230946936362205,6227.187344147761,0.0,1902.1965084977448,21243.614683466392,750.927831798792,1623.8813711150397,461.3328065397367,2245.991556021767,40.38678901003836,1475.954363909918,0,0,0
1260,101,1,9283,9283,78,408,114,12,1,3,260,3320,2270,777.3215158873453,0.1034129678355417,14.286937360466762,14.326427237751377,517.8285758155421,1.212289392397312,6232.647173223074,0.0,1865.0505643021916,20881.17840092956,725.5223905717127,1573.7254976272436,465.5916706592433,2171.563649605946,40.75823541604521,1424.0398916297436,0,0,0
1261,101,1,9290,9290,79,409,115,12,1,3,250,3310,2260,446.3215158873453,0.1042319654570779,14.450033089745968,14.49176330756783,482.6823849826191,1.059100783094476,6333.452613833442,0.0,1725.7712225740145,19939.64693109061,665.6387917087064,1446.2062405111856,437.1309954552456,1974.6268659881976,38.9666954971251,1304.985732114382,0,0,0
1262,101,1,9298,9298,80,410,116,12,1,3,240,3300,2250,925.3215158873452,0.1019009693609437,14.21401238181624,14.250088103257614,551.6064986867975,1.226819600760905,6262.145277764024,0.0,1905.39575815562,21482.90349744166,769.8769895486956,1657.4823044728826,453.7880096782257,2291.6664685830387,40.04935022041474,1516.7610875254531,0,0,0
1263,101,1,9305,9305,81,411,117,12,1,3,230,3290,2240,800.3215158873453,0.1023419692264757,14.275604424595398,14.312772527034658,529.9774934986555,1.239661101143016,6228.014060930951,0.0,1893.1805963334384,21139.906653762075,743.521717097745,1609.6664547054438,467.5141088316575,2225.7299784070533,40.92240994231409,1461.262251426068,0,0,0
1264,101,1,9312,9312,82,412,118,12,1,3,220,3280,2230,154.32151588734527,0.1039799644695482,14.59391210167808,14.63550016547893,528.2095674657344,1.2492469700448223,6234.830691311967,0.0,1880.468284946447,21078.218997036533,739.6494195284565,1601.0756121807144,473.762473223014,2211.0291682207912,41.5623915692411,1453.487820034695,0,0,0
1265,101,1,9319,9319,83,413,119,12,1,3,210,3270,2220,332.3215158873453,0.1017749651418886,14.50620503276056,14.542751345697695,515.5402785207682,1.191980425898778,6267.480597928308,0.0,1838.2769731128271,20768.81262152957,719.1916633599519,1558.5255194382876,462.19994437109926,2146.1899028133025,40.72874897464177,1412.760788816617,0,0,0
1266,101,1,9327,9327,84,414,120,12,1,3,200,3260,2210,206.32151588734527,0.1025309681044778,14.56828981188195,14.606630631316738,542.1533874062604,1.2572073898445697,6248.592169628528,0.0,1898.0305168038008,21329.39673021622,758.1104035411873,1636.081608127046,469.23443716941256,2261.591223811406,41.29776367185982,1492.2441853838488,0,0,0
1267,101,1,9334,9334,85,415,121,12,1,3,190,3250,2200,-265.6784841126547,0.1017749651418886,14.821495198872206,14.85883584037774,499.3125874876689,1.1173070736884507,6333.462640225544,0.0,1760.8213035575357,20295.214834903447,689.6088460255559,1494.0687604134666,449.93771499243365,2044.3351755471008,40.15770299617707,1353.9212209575112,0,0,0
1268,101,1,9342,9342,86,416,122,12,1,3,180,3240,2190,307.3215158873453,0.1017749651418886,14.518523441316391,14.555100788725532,529.9653742019614,1.2506424797949744,6238.038313441364,0.0,1886.7803821002944,21122.07715101513,742.669436834844,1607.3514418710886,472.38127201597,2221.680392323786,41.43831210279436,1460.390628290496,0,0,0
1269,101,1,9349,9349,87,417,123,12,1,3,170,3230,2180,1116.3215158873452,0.1043579696761331,14.119899740449693,14.160946849130497,545.8006589905893,1.2233556678023805,6244.091302252418,0.0,1903.10956865889,21394.443959416032,763.2035873484662,1645.5020345115324,454.1411656115352,2276.839485925533,40.03276470364122,1503.756572417508,0,0,0
1270,101,1,9356,9356,88,418,124,12,1,3,160,3220,2170,809.3215158873453,0.1044839664446077,14.2711697975153,14.31293015264896,542.196692495377,1.2359815126960074,6239.627846590481,0.0,1900.041845409811,21334.78994465929,758.6680340883472,1637.1940619186253,460.4675673497844,2265.114051537089,40.54777458921299,1494.2961766520414,0,0,0
1271,101,1,9364,9364,89,419,125,12,1,3,150,3210,2160,1333.3215158873452,0.1032239689575395,14.012975954185077,14.051310092845007,499.792734673924,1.2204674098280917,6187.38771674962,0.0,1866.9713433386328,20624.85763273295,705.0970099524696,1539.3295755439665,473.107579869188,2131.253411219031,40.92673387349541,1384.8335352560246,0,0,0
1272,101,1,9372,9372,90,420,126,12,1,3,140,3200,2150,897.3215158873453,0.1017119704829416,14.227808999398771,14.263521172794803,495.70520441873,1.1233191778072882,6284.057407462359,0.0,1790.2289752288473,20331.915846109317,689.9237238615249,1499.5902766179895,448.1409991321861,2060.991894881054,39.58893971767522,1355.2570936528025,0,0,0
1273,101,1,9379,9379,91,421,127,12,1,3,130,3190,2140,189.32151588734527,0.1022789671169481,14.576666329699917,14.61448147477184,525.0173715059941,1.230717610287028,6251.068105014661,0.0,1866.524099606392,20990.78501287226,734.2841519643675,1589.5753585014115,469.086434343585,2194.8099047444703,41.29114228011158,1444.6158242083125,0,0,0
1274,101,1,9387,9387,92,422,128,12,1,3,120,3180,2130,427.3215158873453,0.1030349700795373,14.4593950802484,14.498540028778574,523.6810516231185,1.2291541006926974,6240.397853488997,0.0,1870.487803019387,20982.92622772561,733.3789126482883,1588.5707350939515,468.21931397875534,2194.820035492908,41.15016713223166,1442.7064257678353,0,0,0
1275,101,1,9394,9394,93,423,129,12,1,3,110,3170,2120,190.32151588734527,0.1056179671632013,14.576173593357682,14.621356090224484,527.3436889916122,1.1940669389040712,6272.829381765072,0.0,1844.5673896543424,20957.854634324704,733.8678669801068,1585.1600264676963,457.3749477170603,2184.3764574363377,40.58281854102807,1444.9862944421088,0,0,0
1276,101,1,9401,9401,94,424,130,12,1,3,100,3160,2110,976.3215158873452,0.10271996698248,14.188882828362344,14.226625860505608,515.1091815039854,1.1942461575764036,6241.443657132529,0.0,1855.1161064713503,20811.48593273329,721.5185050807672,1565.2138536452635,459.5816199697825,2162.058413801644,40.38708405336978,1419.205937881424,0,0,0
1277,101,1,9409,9409,95,425,131,12,1,3,90,3150,2100,895.3215158873453,0.1047359674321374,14.228794472083235,14.27097722437847,520.1109376488663,1.220946165593213,6221.835020327987,0.0,1874.2113980125887,20940.85919487811,729.9932996013233,1583.0485084140778,465.311885584402,2189.7991316069847,40.808224926786416,1436.097428320856,0,0,0
1278,101,1,9416,9416,96,426,132,12,1,3,80,3140,2090,203.32151588734527,0.1029719679700097,14.569768020908649,14.609074089453063,544.4172048089506,1.260432889631271,6248.742504093914,0.0,1900.6961093107384,21368.572141836077,761.4900593999231,1642.4250218069549,468.212032803314,2273.658648755614,41.31499601877645,1501.72340981006,0,0,0
1279,101,1,9423,9423,97,427,133,12,1,3,70,3130,2080,355.3215158873453,0.1015859662638864,14.494872096889196,14.530984325045534,488.0396074993808,1.0870594921317909,6325.968532839182,0.0,1745.7276489975568,20081.195238293327,675.043655659703,1466.1973533443122,442.3027758788256,2008.885638550775,39.44011926606626,1327.1105421052523,0,0,0
1280,101,1,9431,9431,98,428,134,12,1,3,60,3120,2070,1204.3215158873452,0.1023419692264757,14.076538942333164,14.113188755947888,502.4794319395841,1.137969002525095,6267.988644179546,0.0,1812.9785853268083,20497.3638797352,701.2058781607294,1522.5922545667124,447.2743465639944,2098.500392715913,39.51723778867791,1379.372759384576,0,0,0
1281,101,1,9439,9439,99,429,135,12,1,3,50,3110,2060,164.32151588734527,0.101648968373414,14.588984738255746,14.625467411478466,533.5690080503834,1.2356469432644763,6261.365211758491,0.0,1875.263725881523,21138.81797806404,745.5624987111519,1610.6179794234,465.9917099655563,2226.62896699302,41.1783242614606,1469.838436574008,0,0,0
1282,101,1,9446,9446,100,430,136,12,1,3,40,3100,2050,159.32151588734527,0.1018379672514162,14.59144841996691,14.628345747166996,529.9667174731378,1.253725392956253,6241.919031766843,0.0,1883.593485265588,21111.954760044096,742.6818403951563,1606.963787292338,472.74857918281936,2223.933059707136,41.60388483561766,1463.41755303762,0,0,0
1283,101,1,9453,9453,101,431,137,12,1,3,30,3090,2040,961.3215158873452,0.1031609668480119,14.196273873495842,14.2349750382872,501.59459291924,1.1382351532513195,6272.49437475422,0.0,1805.7966653594397,20464.856782847688,699.2480999910886,1518.3570210946418,448.80810007011,2091.650267755448,39.70391105559206,1376.168350236574,0,0,0
1284,101,1,9460,9460,102,432,138,12,1,3,20,3080,2030,556.3215158873453,0.1021529703484735,14.395832092100312,14.43290816730608,502.0248188938462,1.1363262015679243,6291.498725427256,0.0,1794.7754498963045,20438.06811896056,698.1589485724088,1514.7303971656102,449.6151582932615,2084.131596067187,39.913507083065646,1374.3425019720944,0,0,0
1285,101,1,9468,9468,103,433,139,12,1,3,10,3070,2020,729.3215158873453,0.1036649688230714,14.310588704893958,14.35068775284248,507.9161337516705,1.160334857953164,6267.504546985365,0.0,1819.637951420499,20599.65354038421,708.4987168547309,1536.8267520870995,453.2853962187317,2118.904698274717,40.11298546107082,1395.1196167508206,0,0,0
1286,101,1,9475,9475,104,434,140,12,1,3,0,3060,2010,481.3215158873453,0.103790965591546,14.432787317767804,14.473503495736932,536.7712186486073,1.2586857825227908,6229.781850636404,0.0,1900.1406817621528,21257.06642519907,753.0220932242883,1627.5363954150434,469.3918086346469,2256.20039597503,41.32134751063339,1485.4188368207958,1,0,0
1287,101,1,9482,9482,0,435,141,13,1,3,880,3050,2000,332.3215158873453,0.1041059686886033,14.50620503276056,14.547820151254642,532.7206346877608,1.261112479751447,6227.128380387086,0.0,1894.2367079110345,21175.16620944016,747.7052746276131,1616.1758237335564,473.2623984661385,2238.249208113342,41.746862609867954,1471.5259599310116,0,0,0
1288,101,1,9489,9489,1,436,142,13,1,3,870,3040,1990,481.3215158873453,0.103790965591546,14.432787317767804,14.473503495736932,536.7712186486073,1.2556740156596382,6229.781850636404,0.0,1900.1406817621528,21243.32965885614,752.1676009994209,1622.6208043973745,470.6436922332404,2245.3635325502846,41.35165493936822,1476.363119009517,0,0,0
1289,101,1,9496,9496,2,437,143,13,1,3,860,3030,1980,560.3215158873453,0.1034129678355417,14.393861146731378,14.43364656721687,484.9201667015312,1.070092758828475,6323.319414394196,0.0,1737.6989650430448,19994.709745488333,669.813711809062,1452.477968214282,439.1910271582196,1987.2099132415776,39.143731489671296,1311.2651844607792,0,0,0
1290,101,1,9504,9504,3,438,144,13,1,3,850,3020,1970,673.3215158873453,0.1020899682389459,14.33818194005902,14.374975225582242,485.3448298165787,1.1210895830436964,6278.653836683904,0.0,1774.4741218780223,20114.92502873669,675.4600203206076,1468.6583409733676,454.081858937202,2017.0392665276192,40.0286501639,1321.9719815922597,0,0,0
1291,101,1,9511,9511,4,439,145,13,1,3,840,3010,1960,321.3215158873453,0.1040429665790758,14.511625132525124,14.553117209407503,519.1944183410235,1.2010335158646226,6257.294017148922,0.0,1846.674330885998,20830.34676607528,724.4697700974033,1565.7144684970974,463.5482882306571,2158.799982300806,40.92001178572465,1420.7092989857597,0,0,0
1292,101,1,9518,9518,5,440,146,13,1,3,830,3000,1950,435.3215158873453,0.1024679659949502,14.455453189510536,14.493361122452644,490.76173569026827,1.0919655828586268,6317.293044007978,0.0,1754.2723001094969,20132.648378282163,678.8754521781229,1471.103804752609,443.504914434629,2015.4168922754152,39.50255257736345,1329.8686642340376,0,0,0
1293,101,1,9526,9526,6,441,147,13,1,3,820,2990,1940,993.3215158873452,0.1025309681044778,14.18050631054438,14.217826561511869,519.16236326547,1.1934379665209207,6246.146779551957,0.0,1859.243766383039,20866.04162060289,726.3491645882327,1570.852130764976,458.39515814665526,2169.5805405249066,40.348863425364016,1424.804728370347,0,0,0
1294,101,1,9533,9533,7,442,148,13,1,3,810,2980,1930,848.3215158873453,0.1034129678355417,14.2519530801682,14.29134625898616,514.2221187569877,1.178785076257019,6254.570281150843,0.0,1841.5801695914824,20741.782397282772,718.1996525812733,1553.8453140551696,456.9396709648224,2143.395914561916,40.302716157886245,1408.5800080819206,0,0,0
1295,101,1,9541,9541,8,443,149,13,1,3,800,2970,1920,560.3215158873453,0.1034129678355417,14.393861146731378,14.43364656721687,484.9201667015312,1.0707023096435568,6323.319414394196,0.0,1737.6989650430448,19994.35369314844,669.9696948390575,1452.7968884799036,438.9686497718201,1988.851069384704,39.1609541426665,1312.601307463366,0,0,0
1296,101,1,9549,9549,9,444,150,13,1,3,790,2960,1910,-100.67848411265471,0.1022159650074205,14.727346221195166,14.765414131323528,520.5081130535223,1.223739602334705,6261.074646536742,0.0,1850.905553792624,20862.515275815964,726.655267898821,1570.390887049972,470.9989277462702,2166.468024625909,41.58003066349507,1425.8311709625043,0,0,0
1297,101,1,9556,9556,10,445,151,13,1,3,780,2950,1900,487.3215158873453,0.1022159650074205,14.429830899714403,14.46712977879334,528.6224008152914,1.249495569321043,6230.056777817784,0.0,1889.48462641188,21092.998746894657,741.5271161304303,1602.341966358657,472.0417181288687,2217.9745284251094,41.44833650654744,1455.728995773973,0,0,0
